Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,OT?,Attend.,Arena,Notes,Season
Fri Nov 18 2016,10:30p,San Antonio Spurs,116,Los Angeles Lakers,107,,18997,STAPLES Center,,2017
Fri Nov 18 2016,10:30p,Los Angeles Clippers,121,Sacramento Kings,115,,17608,Golden 1 Center,,2017
Sat Nov 19 2016,5:00p,Utah Jazz,102,Houston Rockets,111,,14760,Toyota Center,,2017
Sat Nov 19 2016,7:00p,Boston Celtics,94,Detroit Pistons,92,,16107,The Palace of Auburn Hills,,2017
Sat Nov 19 2016,7:00p,Charlotte Hornets,116,New Orleans Pelicans,121,OT,15739,Smoothie King Center,,2017
Sat Nov 19 2016,7:00p,Dallas Mavericks,87,Orlando Magic,95,,18846,Amway Center,,2017
Sat Nov 19 2016,7:00p,Miami Heat,114,Washington Wizards,111,,15848,Verizon Center,,2017
Sat Nov 19 2016,7:30p,Phoenix Suns,105,Philadelphia 76ers,120,,18125,Wells Fargo Center,,2017
Sat Nov 19 2016,8:00p,Minnesota Timberwolves,71,Memphis Grizzlies,93,,17112,FedEx Forum,,2017
Sat Nov 19 2016,8:30p,Golden State Warriors,124,Milwaukee Bucks,121,,18717,BMO Harris Bradley Center,,2017
Sat Nov 19 2016,10:30p,Chicago Bulls,95,Los Angeles Clippers,102,,19060,STAPLES Center,,2017
Sun Nov 20 2016,12:00p,Atlanta Hawks,94,New York Knicks,104,,19812,Madison Square Garden (IV),,2017
Sun Nov 20 2016,3:30p,Portland Trail Blazers,129,Brooklyn Nets,109,,16608,Barclays Center,,2017
Sun Nov 20 2016,7:00p,Indiana Pacers,115,Oklahoma City Thunder,111,OT,18203,Chesapeake Energy Arena,,2017
Sun Nov 20 2016,9:00p,Utah Jazz,91,Denver Nuggets,105,,12565,Pepsi Center,,2017
Sun Nov 20 2016,9:00p,Toronto Raptors,99,Sacramento Kings,102,,17608,Golden 1 Center,,2017
Sun Nov 20 2016,9:30p,Chicago Bulls,118,Los Angeles Lakers,110,,18997,STAPLES Center,,2017
Mon Nov 21 2016,7:00p,Memphis Grizzlies,105,Charlotte Hornets,90,,14181,Spectrum Center,,2017
Mon Nov 21 2016,7:00p,Golden State Warriors,120,Indiana Pacers,83,,17923,Bankers Life Fieldhouse,,2017
Mon Nov 21 2016,7:00p,Miami Heat,94,Philadelphia 76ers,101,,16477,Wells Fargo Center,,2017
Mon Nov 21 2016,7:00p,Phoenix Suns,101,Washington Wizards,106,,12790,Verizon Center,,2017
Mon Nov 21 2016,7:30p,Houston Rockets,99,Detroit Pistons,96,,13632,The Palace of Auburn Hills,,2017
Mon Nov 21 2016,8:00p,Orlando Magic,89,Milwaukee Bucks,93,,12306,BMO Harris Bradley Center,,2017
Mon Nov 21 2016,8:00p,Boston Celtics,99,Minnesota Timberwolves,93,,13167,Target Center,,2017
Mon Nov 21 2016,8:30p,Dallas Mavericks,91,San Antonio Spurs,96,,18418,AT&T Center,,2017
Mon Nov 21 2016,10:30p,Toronto Raptors,115,Los Angeles Clippers,123,,19060,STAPLES Center,,2017
Tue Nov 22 2016,7:30p,New Orleans Pelicans,112,Atlanta Hawks,94,,19120,Philips Arena,,2017
Tue Nov 22 2016,7:30p,Portland Trail Blazers,103,New York Knicks,107,,19812,Madison Square Garden (IV),,2017
Tue Nov 22 2016,9:00p,Chicago Bulls,107,Denver Nuggets,110,,14328,Pepsi Center,,2017
Tue Nov 22 2016,10:30p,Oklahoma City Thunder,109,Los Angeles Lakers,111,,18997,STAPLES Center,,2017
Wed Nov 23 2016,7:00p,San Antonio Spurs,119,Charlotte Hornets,114,,18515,Spectrum Center,,2017
Wed Nov 23 2016,7:00p,Portland Trail Blazers,125,Cleveland Cavaliers,137,,20562,Quicken Loans Arena,,2017
Wed Nov 23 2016,7:00p,Atlanta Hawks,96,Indiana Pacers,85,,16032,Bankers Life Fieldhouse,,2017
Wed Nov 23 2016,7:00p,Phoenix Suns,92,Orlando Magic,87,,17069,Amway Center,,2017
Wed Nov 23 2016,7:00p,Memphis Grizzlies,104,Philadelphia 76ers,99,2OT,15880,Wells Fargo Center,,2017
Wed Nov 23 2016,7:30p,Boston Celtics,111,Brooklyn Nets,92,,16210,Barclays Center,,2017
Wed Nov 23 2016,7:30p,Miami Heat,84,Detroit Pistons,107,,14520,The Palace of Auburn Hills,,2017
Wed Nov 23 2016,8:00p,Toronto Raptors,115,Houston Rockets,102,,18055,Toyota Center,,2017
Wed Nov 23 2016,8:30p,Los Angeles Clippers,124,Dallas Mavericks,104,,20042,American Airlines Center,,2017
Wed Nov 23 2016,9:00p,Denver Nuggets,83,Utah Jazz,108,,19229,Vivint Smart Home Arena,,2017
Wed Nov 23 2016,9:30p,Minnesota Timberwolves,96,New Orleans Pelicans,117,,15555,Smoothie King Center,,2017
Wed Nov 23 2016,10:30p,Los Angeles Lakers,106,Golden State Warriors,149,,19596,Oracle Arena,,2017
Wed Nov 23 2016,10:30p,Oklahoma City Thunder,101,Sacramento Kings,116,,17608,Golden 1 Center,,2017
Fri Nov 25 2016,1:00p,San Antonio Spurs,109,Boston Celtics,103,,18624,TD Garden,,2017
Fri Nov 25 2016,7:00p,Washington Wizards,94,Orlando Magic,91,,17103,Amway Center,,2017
Fri Nov 25 2016,7:30p,Dallas Mavericks,90,Cleveland Cavaliers,128,,20562,Quicken Loans Arena,,2017
Fri Nov 25 2016,7:30p,Los Angeles Clippers,97,Detroit Pistons,108,,17023,The Palace of Auburn Hills,,2017
Fri Nov 25 2016,7:30p,Charlotte Hornets,111,New York Knicks,113,OT,19812,Madison Square Garden (IV),,2017
Fri Nov 25 2016,7:30p,Chicago Bulls,105,Philadelphia 76ers,89,,18234,Wells Fargo Center,,2017
Fri Nov 25 2016,8:00p,Brooklyn Nets,97,Indiana Pacers,118,,16083,Bankers Life Fieldhouse,,2017
Fri Nov 25 2016,8:00p,Miami Heat,90,Memphis Grizzlies,81,,17222,FedEx Forum,,2017
Fri Nov 25 2016,8:00p,Toronto Raptors,105,Milwaukee Bucks,99,,16223,BMO Harris Bradley Center,,2017
Fri Nov 25 2016,8:00p,Atlanta Hawks,68,Utah Jazz,95,,19911,Vivint Smart Home Arena,,2017
Fri Nov 25 2016,9:00p,Oklahoma City Thunder,132,Denver Nuggets,129,OT,14327,Pepsi Center,,2017
Fri Nov 25 2016,9:00p,Minnesota Timberwolves,98,Phoenix Suns,85,,16728,Talking Stick Resort Arena,,2017
Fri Nov 25 2016,10:00p,New Orleans Pelicans,104,Portland Trail Blazers,119,,19393,Moda Center,,2017
Fri Nov 25 2016,10:30p,Golden State Warriors,109,Los Angeles Lakers,85,,18997,STAPLES Center,,2017
Fri Nov 25 2016,10:30p,Houston Rockets,117,Sacramento Kings,104,,17608,Golden 1 Center,,2017
Sat Nov 26 2016,7:00p,New York Knicks,102,Charlotte Hornets,107,,19195,Spectrum Center,,2017
Sat Nov 26 2016,7:00p,San Antonio Spurs,112,Washington Wizards,100,,17066,Verizon Center,,2017
Sat Nov 26 2016,8:00p,Memphis Grizzlies,110,Miami Heat,107,,19600,AmericanAirlines Arena,,2017
Sat Nov 26 2016,8:00p,Detroit Pistons,88,Oklahoma City Thunder,106,,18203,Chesapeake Energy Arena,,2017
Sat Nov 26 2016,10:30p,Minnesota Timberwolves,102,Golden State Warriors,115,,19596,Oracle Arena,,2017
Sun Nov 27 2016,1:00p,Cleveland Cavaliers,112,Philadelphia 76ers,108,,19311,Wells Fargo Center,,2017
Sun Nov 27 2016,3:30p,Denver Nuggets,120,Phoenix Suns,114,,15365,Talking Stick Resort Arena,,2017
Sun Nov 27 2016,6:00p,Sacramento Kings,122,Brooklyn Nets,105,,13646,Barclays Center,,2017
Sun Nov 27 2016,6:00p,Los Angeles Clippers,70,Indiana Pacers,91,,15572,Bankers Life Fieldhouse,,2017
Sun Nov 27 2016,6:00p,Milwaukee Bucks,104,Orlando Magic,96,,16521,Amway Center,,2017
Sun Nov 27 2016,7:00p,New Orleans Pelicans,81,Dallas Mavericks,91,,19302,American Airlines Center,,2017
Sun Nov 27 2016,9:00p,Houston Rockets,130,Portland Trail Blazers,114,,19393,Moda Center,,2017
Sun Nov 27 2016,9:30p,Atlanta Hawks,94,Los Angeles Lakers,109,,18997,STAPLES Center,,2017
Mon Nov 28 2016,7:00p,Sacramento Kings,95,Washington Wizards,101,OT,12571,Verizon Center,,2017
Mon Nov 28 2016,7:30p,Boston Celtics,112,Miami Heat,104,,19600,AmericanAirlines Arena,,2017
Mon Nov 28 2016,7:30p,Oklahoma City Thunder,112,New York Knicks,103,,19812,Madison Square Garden (IV),,2017
Mon Nov 28 2016,7:30p,Philadelphia 76ers,95,Toronto Raptors,122,,19800,Air Canada Centre,,2017
Mon Nov 28 2016,8:00p,Charlotte Hornets,104,Memphis Grizzlies,85,,13143,FedEx Forum,,2017
Mon Nov 28 2016,8:00p,Utah Jazz,112,Minnesota Timberwolves,103,,9384,Target Center,,2017
Mon Nov 28 2016,10:30p,Atlanta Hawks,100,Golden State Warriors,105,,19596,Oracle Arena,,2017
Tue Nov 29 2016,7:00p,Detroit Pistons,112,Charlotte Hornets,89,,14266,Spectrum Center,,2017
Tue Nov 29 2016,7:30p,Los Angeles Clippers,122,Brooklyn Nets,127,2OT,15681,Barclays Center,,2017
Tue Nov 29 2016,8:00p,Cleveland Cavaliers,101,Milwaukee Bucks,118,,16559,BMO Harris Bradley Center,,2017
Tue Nov 29 2016,8:00p,Los Angeles Lakers,88,New Orleans Pelicans,105,,14024,Smoothie King Center,,2017
Tue Nov 29 2016,8:30p,Orlando Magic,95,San Antonio Spurs,83,,18418,AT&T Center,,2017
Tue Nov 29 2016,9:00p,Houston Rockets,101,Utah Jazz,120,,19911,Vivint Smart Home Arena,,2017
Wed Nov 30 2016,7:30p,Detroit Pistons,121,Boston Celtics,114,,17338,TD Garden,,2017
Wed Nov 30 2016,7:30p,Memphis Grizzlies,105,Toronto Raptors,120,,19800,Air Canada Centre,,2017
Wed Nov 30 2016,8:00p,Los Angeles Lakers,96,Chicago Bulls,90,,21773,United Center,,2017
Wed Nov 30 2016,8:00p,New York Knicks,106,Minnesota Timberwolves,104,,13987,Target Center,,2017
Wed Nov 30 2016,8:00p,Washington Wizards,115,Oklahoma City Thunder,126,OT,18203,Chesapeake Energy Arena,,2017
Wed Nov 30 2016,8:30p,San Antonio Spurs,94,Dallas Mavericks,87,,19245,American Airlines Center,,2017
Wed Nov 30 2016,9:00p,Miami Heat,106,Denver Nuggets,98,,11471,Pepsi Center,,2017
Wed Nov 30 2016,9:00p,Atlanta Hawks,107,Phoenix Suns,109,,15909,Talking Stick Resort Arena,,2017
Wed Nov 30 2016,10:00p,Indiana Pacers,109,Portland Trail Blazers,131,,19107,Moda Center,,2017
Thu Dec 1 2016,7:00p,Dallas Mavericks,87,Charlotte Hornets,97,,14471,Spectrum Center,,2017
Thu Dec 1 2016,7:30p,Milwaukee Bucks,111,Brooklyn Nets,93,,12675,Barclays Center,,2017
Thu Dec 1 2016,8:00p,Los Angeles Clippers,113,Cleveland Cavaliers,94,,20562,Quicken Loans Arena,,2017
Thu Dec 1 2016,8:00p,Orlando Magic,94,Memphis Grizzlies,95,,13344,FedEx Forum,,2017
Thu Dec 1 2016,9:00p,Miami Heat,111,Utah Jazz,110,,19073,Vivint Smart Home Arena,,2017
Thu Dec 1 2016,10:30p,Houston Rockets,132,Golden State Warriors,127,2OT,19596,Oracle Arena,,2017
Fri Dec 2 2016,7:00p,Orlando Magic,105,Philadelphia 76ers,88,,13711,Wells Fargo Center,,2017
Fri Dec 2 2016,7:30p,Sacramento Kings,92,Boston Celtics,97,,18624,TD Garden,,2017
Fri Dec 2 2016,7:30p,Minnesota Timberwolves,114,New York Knicks,118,,19812,Madison Square Garden (IV),,2017
Fri Dec 2 2016,7:30p,Los Angeles Lakers,80,Toronto Raptors,113,,19800,Air Canada Centre,,2017
Fri Dec 2 2016,8:00p,Detroit Pistons,121,Atlanta Hawks,85,,15500,Philips Arena,,2017
Fri Dec 2 2016,8:00p,Cleveland Cavaliers,105,Chicago Bulls,111,,21775,United Center,,2017
Fri Dec 2 2016,8:00p,Los Angeles Clippers,114,New Orleans Pelicans,96,,16538,Smoothie King Center,,2017
Fri Dec 2 2016,8:30p,Washington Wizards,105,San Antonio Spurs,107,,18418,AT&T Center,,2017
Fri Dec 2 2016,10:30p,Houston Rockets,128,Denver Nuggets,110,,15549,Pepsi Center,,2017
Sat Dec 3 2016,5:00p,Brooklyn Nets,103,Milwaukee Bucks,112,,15565,BMO Harris Bradley Center,,2017
Sat Dec 3 2016,7:00p,Minnesota Timberwolves,125,Charlotte Hornets,120,OT,16982,Spectrum Center,,2017
Sat Dec 3 2016,7:30p,Boston Celtics,107,Philadelphia 76ers,106,,17063,Wells Fargo Center,,2017
Sat Dec 3 2016,7:30p,Atlanta Hawks,84,Toronto Raptors,128,,19800,Air Canada Centre,,2017
Sat Dec 3 2016,8:00p,Los Angeles Lakers,100,Memphis Grizzlies,103,,17017,FedEx Forum,,2017
Sat Dec 3 2016,8:30p,Chicago Bulls,82,Dallas Mavericks,107,,19857,American Airlines Center,,2017
Sat Dec 3 2016,9:00p,Denver Nuggets,98,Utah Jazz,105,,19911,Vivint Smart Home Arena,,2017
Sat Dec 3 2016,10:00p,Miami Heat,92,Portland Trail Blazers,99,,19393,Moda Center,,2017
Sat Dec 3 2016,10:30p,Phoenix Suns,109,Golden State Warriors,138,,19596,Oracle Arena,,2017
Sun Dec 4 2016,6:00p,Orlando Magic,98,Detroit Pistons,92,,15206,The Palace of Auburn Hills,,2017
Sun Dec 4 2016,7:00p,New Orleans Pelicans,92,Oklahoma City Thunder,101,,18203,Chesapeake Energy Arena,,2017
Sun Dec 4 2016,7:30p,Sacramento Kings,98,New York Knicks,106,,19812,Madison Square Garden (IV),,2017
Sun Dec 4 2016,9:30p,Indiana Pacers,111,Los Angeles Clippers,102,,19060,STAPLES Center,,2017
Mon Dec 5 2016,7:00p,Denver Nuggets,106,Philadelphia 76ers,98,,11815,Wells Fargo Center,,2017
Mon Dec 5 2016,7:30p,Oklahoma City Thunder,102,Atlanta Hawks,99,,14654,Philips Arena,,2017
Mon Dec 5 2016,7:30p,Washington Wizards,118,Brooklyn Nets,113,,12529,Barclays Center,,2017
Mon Dec 5 2016,7:30p,Cleveland Cavaliers,116,Toronto Raptors,112,,19800,Air Canada Centre,,2017
Mon Dec 5 2016,8:00p,Portland Trail Blazers,112,Chicago Bulls,110,,21351,United Center,,2017
Mon Dec 5 2016,8:00p,Boston Celtics,106,Houston Rockets,107,,15730,Toyota Center,,2017
Mon Dec 5 2016,8:00p,San Antonio Spurs,97,Milwaukee Bucks,96,,14256,BMO Harris Bradley Center,,2017
Mon Dec 5 2016,8:00p,Memphis Grizzlies,110,New Orleans Pelicans,108,2OT,13795,Smoothie King Center,,2017
Mon Dec 5 2016,8:30p,Charlotte Hornets,109,Dallas Mavericks,101,,19228,American Airlines Center,,2017
Mon Dec 5 2016,10:30p,Indiana Pacers,106,Golden State Warriors,142,,19596,Oracle Arena,,2017
Mon Dec 5 2016,10:30p,Utah Jazz,107,Los Angeles Lakers,101,,18279,STAPLES Center,,2017
Tue Dec 6 2016,7:00p,Orlando Magic,124,Washington Wizards,116,,12116,Verizon Center,,2017
Tue Dec 6 2016,7:30p,Chicago Bulls,91,Detroit Pistons,102,,14305,The Palace of Auburn Hills,,2017
Tue Dec 6 2016,7:30p,New York Knicks,114,Miami Heat,103,,19610,AmericanAirlines Arena,,2017
Tue Dec 6 2016,8:00p,Philadelphia 76ers,91,Memphis Grizzlies,96,,13521,FedEx Forum,,2017
Tue Dec 6 2016,8:00p,San Antonio Spurs,105,Minnesota Timberwolves,91,,12585,Target Center,,2017
Tue Dec 6 2016,9:00p,Phoenix Suns,105,Utah Jazz,112,,18997,Vivint Smart Home Arena,,2017
Wed Dec 7 2016,7:00p,Detroit Pistons,77,Charlotte Hornets,87,,15141,Spectrum Center,,2017
Wed Dec 7 2016,7:00p,Boston Celtics,117,Orlando Magic,87,,17009,Amway Center,,2017
Wed Dec 7 2016,7:30p,Miami Heat,95,Atlanta Hawks,103,,11326,Philips Arena,,2017
Wed Dec 7 2016,7:30p,Denver Nuggets,111,Brooklyn Nets,116,,14159,Barclays Center,,2017
Wed Dec 7 2016,8:00p,Los Angeles Lakers,95,Houston Rockets,134,,16141,Toyota Center,,2017
Wed Dec 7 2016,8:00p,Portland Trail Blazers,107,Milwaukee Bucks,115,,14033,BMO Harris Bradley Center,,2017
Wed Dec 7 2016,8:00p,Cleveland Cavaliers,126,New York Knicks,94,,19812,Madison Square Garden (IV),,2017
Wed Dec 7 2016,8:30p,Sacramento Kings,120,Dallas Mavericks,89,,19711,American Airlines Center,,2017
Wed Dec 7 2016,9:00p,Indiana Pacers,109,Phoenix Suns,94,,17452,Talking Stick Resort Arena,,2017
Wed Dec 7 2016,10:30p,Golden State Warriors,115,Los Angeles Clippers,98,,19239,STAPLES Center,,2017
Thu Dec 8 2016,7:00p,Minnesota Timberwolves,110,Toronto Raptors,124,,19800,Air Canada Centre,,2017
Thu Dec 8 2016,7:00p,Denver Nuggets,85,Washington Wizards,92,,12645,Verizon Center,,2017
Thu Dec 8 2016,8:00p,Portland Trail Blazers,86,Memphis Grizzlies,88,,14317,FedEx Forum,,2017
Thu Dec 8 2016,8:00p,Philadelphia 76ers,99,New Orleans Pelicans,88,,14158,Smoothie King Center,,2017
Thu Dec 8 2016,9:00p,Golden State Warriors,106,Utah Jazz,99,,19911,Vivint Smart Home Arena,,2017
Thu Dec 8 2016,9:30p,San Antonio Spurs,91,Chicago Bulls,95,,21489,United Center,,2017
Fri Dec 9 2016,7:00p,Orlando Magic,88,Charlotte Hornets,109,,15707,Spectrum Center,,2017
Fri Dec 9 2016,7:30p,Toronto Raptors,101,Boston Celtics,94,,18624,TD Garden,,2017
Fri Dec 9 2016,7:30p,Miami Heat,84,Cleveland Cavaliers,114,,20562,Quicken Loans Arena,,2017
Fri Dec 9 2016,8:00p,Atlanta Hawks,114,Milwaukee Bucks,110,,16289,BMO Harris Bradley Center,,2017
Fri Dec 9 2016,8:00p,Detroit Pistons,117,Minnesota Timberwolves,90,,14109,Target Center,,2017
Fri Dec 9 2016,8:00p,Houston Rockets,102,Oklahoma City Thunder,99,,18203,Chesapeake Energy Arena,,2017
Fri Dec 9 2016,8:30p,Indiana Pacers,103,Dallas Mavericks,111,,19486,American Airlines Center,,2017
Fri Dec 9 2016,10:30p,Phoenix Suns,119,Los Angeles Lakers,115,,18997,STAPLES Center,,2017
Fri Dec 9 2016,10:30p,New York Knicks,103,Sacramento Kings,100,,17608,Golden 1 Center,,2017
Sat Dec 10 2016,7:00p,Portland Trail Blazers,111,Indiana Pacers,118,,16211,Bankers Life Fieldhouse,,2017
Sat Dec 10 2016,7:00p,Denver Nuggets,121,Orlando Magic,113,,17010,Amway Center,,2017
Sat Dec 10 2016,7:00p,Milwaukee Bucks,105,Washington Wizards,110,,14816,Verizon Center,,2017
Sat Dec 10 2016,7:30p,Charlotte Hornets,105,Cleveland Cavaliers,116,,20562,Quicken Loans Arena,,2017
Sat Dec 10 2016,8:00p,Miami Heat,100,Chicago Bulls,105,,21450,United Center,,2017
Sat Dec 10 2016,8:00p,Dallas Mavericks,87,Houston Rockets,109,,15761,Toyota Center,,2017
Sat Dec 10 2016,8:00p,Golden State Warriors,89,Memphis Grizzlies,110,,18119,FedEx Forum,,2017
Sat Dec 10 2016,8:30p,Brooklyn Nets,101,San Antonio Spurs,130,,18418,AT&T Center,,2017
Sat Dec 10 2016,9:00p,Sacramento Kings,84,Utah Jazz,104,,19331,Vivint Smart Home Arena,,2017
Sat Dec 10 2016,10:30p,New Orleans Pelicans,105,Los Angeles Clippers,133,,19060,STAPLES Center,,2017
Sun Dec 11 2016,6:00p,Philadelphia 76ers,97,Detroit Pistons,79,,7244,The Palace of Auburn Hills,,2017
Sun Dec 11 2016,7:00p,Golden State Warriors,116,Minnesota Timberwolves,108,,18452,Target Center,,2017
Sun Dec 11 2016,7:00p,Boston Celtics,96,Oklahoma City Thunder,99,,18203,Chesapeake Energy Arena,,2017
Sun Dec 11 2016,8:30p,New Orleans Pelicans,120,Phoenix Suns,119,OT,16949,Talking Stick Resort Arena,,2017
Sun Dec 11 2016,9:30p,New York Knicks,118,Los Angeles Lakers,112,,18997,STAPLES Center,,2017
Mon Dec 12 2016,7:00p,Charlotte Hornets,94,Indiana Pacers,110,,14138,Bankers Life Fieldhouse,,2017
Mon Dec 12 2016,7:30p,Washington Wizards,101,Miami Heat,112,,19600,AmericanAirlines Arena,,2017
Mon Dec 12 2016,7:30p,Milwaukee Bucks,100,Toronto Raptors,122,,19800,Air Canada Centre,,2017
Mon Dec 12 2016,8:00p,Brooklyn Nets,118,Houston Rockets,122,,13619,Toyota Center,,2017
Mon Dec 12 2016,8:30p,Denver Nuggets,92,Dallas Mavericks,112,,19425,American Airlines Center,,2017
Mon Dec 12 2016,10:30p,Portland Trail Blazers,120,Los Angeles Clippers,121,,19060,STAPLES Center,,2017
Mon Dec 12 2016,10:30p,Los Angeles Lakers,92,Sacramento Kings,116,,17608,Golden 1 Center,,2017
Tue Dec 13 2016,7:00p,Memphis Grizzlies,86,Cleveland Cavaliers,103,,20562,Quicken Loans Arena,,2017
Tue Dec 13 2016,7:30p,Orlando Magic,131,Atlanta Hawks,120,,13585,Philips Arena,,2017
Tue Dec 13 2016,8:00p,Minnesota Timberwolves,99,Chicago Bulls,94,,21146,United Center,,2017
Tue Dec 13 2016,8:00p,Golden State Warriors,113,New Orleans Pelicans,109,,17789,Smoothie King Center,,2017
Tue Dec 13 2016,9:00p,New York Knicks,111,Phoenix Suns,113,OT,16429,Talking Stick Resort Arena,,2017
Tue Dec 13 2016,10:30p,Oklahoma City Thunder,95,Portland Trail Blazers,114,,19505,Moda Center,,2017
Wed Dec 14 2016,7:00p,Indiana Pacers,89,Miami Heat,95,,19600,AmericanAirlines Arena,,2017
Wed Dec 14 2016,7:00p,Los Angeles Clippers,113,Orlando Magic,108,,18846,Amway Center,,2017
Wed Dec 14 2016,7:00p,Toronto Raptors,123,Philadelphia 76ers,114,,16192,Wells Fargo Center,,2017
Wed Dec 14 2016,7:00p,Charlotte Hornets,106,Washington Wizards,109,,13447,Verizon Center,,2017
Wed Dec 14 2016,7:30p,Los Angeles Lakers,97,Brooklyn Nets,107,,17732,Barclays Center,,2017
Wed Dec 14 2016,8:00p,Sacramento Kings,98,Houston Rockets,132,,15039,Toyota Center,,2017
Wed Dec 14 2016,8:00p,Cleveland Cavaliers,85,Memphis Grizzlies,93,,17449,FedEx Forum,,2017
Wed Dec 14 2016,8:30p,Detroit Pistons,95,Dallas Mavericks,85,,19687,American Airlines Center,,2017
Wed Dec 14 2016,9:00p,Oklahoma City Thunder,89,Utah Jazz,109,,19911,Vivint Smart Home Arena,,2017
Wed Dec 14 2016,9:30p,Boston Celtics,101,San Antonio Spurs,108,,18418,AT&T Center,,2017
Thu Dec 15 2016,8:00p,Chicago Bulls,97,Milwaukee Bucks,108,,16704,BMO Harris Bradley Center,,2017
Thu Dec 15 2016,8:00p,Indiana Pacers,95,New Orleans Pelicans,102,,15472,Smoothie King Center,,2017
Thu Dec 15 2016,9:00p,Portland Trail Blazers,120,Denver Nuggets,132,,10022,Pepsi Center,,2017
Thu Dec 15 2016,9:00p,San Antonio Spurs,107,Phoenix Suns,92,,17165,Talking Stick Resort Arena,,2017
Thu Dec 15 2016,10:30p,New York Knicks,90,Golden State Warriors,103,,19596,Oracle Arena,,2017
Fri Dec 16 2016,7:00p,Brooklyn Nets,111,Orlando Magic,118,,17668,Amway Center,,2017
Fri Dec 16 2016,7:00p,Detroit Pistons,108,Washington Wizards,122,,15573,Verizon Center,,2017
Fri Dec 16 2016,7:30p,Charlotte Hornets,88,Boston Celtics,96,,18624,TD Garden,,2017
Fri Dec 16 2016,7:30p,Atlanta Hawks,125,Toronto Raptors,121,,19800,Air Canada Centre,,2017
Fri Dec 16 2016,8:00p,Milwaukee Bucks,95,Chicago Bulls,69,,21324,United Center,,2017
Fri Dec 16 2016,8:00p,New Orleans Pelicans,100,Houston Rockets,122,,16728,Toyota Center,,2017
Fri Dec 16 2016,8:00p,Sacramento Kings,96,Memphis Grizzlies,92,,15987,FedEx Forum,,2017
Fri Dec 16 2016,8:00p,Los Angeles Clippers,102,Miami Heat,98,,19600,AmericanAirlines Arena,,2017
Fri Dec 16 2016,8:00p,Los Angeles Lakers,100,Philadelphia 76ers,89,,20491,Wells Fargo Center,,2017
Fri Dec 16 2016,10:30p,Dallas Mavericks,100,Utah Jazz,103,,18721,Vivint Smart Home Arena,,2017
Sat Dec 17 2016,5:00p,Phoenix Suns,101,Oklahoma City Thunder,114,,18203,Chesapeake Energy Arena,,2017
Sat Dec 17 2016,7:00p,Indiana Pacers,105,Detroit Pistons,90,,15231,The Palace of Auburn Hills,,2017
Sat Dec 17 2016,7:30p,Charlotte Hornets,107,Atlanta Hawks,99,,17918,Philips Arena,,2017
Sat Dec 17 2016,7:30p,Los Angeles Lakers,108,Cleveland Cavaliers,119,,20562,Quicken Loans Arena,,2017
Sat Dec 17 2016,8:00p,Houston Rockets,111,Minnesota Timberwolves,109,OT,14689,Target Center,,2017
Sat Dec 17 2016,9:00p,New York Knicks,114,Denver Nuggets,127,,12042,Pepsi Center,,2017
Sat Dec 17 2016,10:30p,Portland Trail Blazers,90,Golden State Warriors,135,,19596,Oracle Arena,,2017
Sun Dec 18 2016,3:30p,Los Angeles Clippers,110,Washington Wizards,117,,17380,Verizon Center,,2017
Sun Dec 18 2016,4:00p,Sacramento Kings,79,Dallas Mavericks,99,,19504,American Airlines Center,,2017
Sun Dec 18 2016,6:00p,Utah Jazz,82,Memphis Grizzlies,73,,15862,FedEx Forum,,2017
Sun Dec 18 2016,6:00p,Boston Celtics,105,Miami Heat,95,,19600,AmericanAirlines Arena,,2017
Sun Dec 18 2016,6:00p,Toronto Raptors,109,Orlando Magic,79,,17251,Amway Center,,2017
Sun Dec 18 2016,6:00p,Brooklyn Nets,107,Philadelphia 76ers,108,,16460,Wells Fargo Center,,2017
Sun Dec 18 2016,7:00p,New Orleans Pelicans,100,San Antonio Spurs,113,,18615,AT&T Center,,2017
